id,rulebreaker_type,category,firstName,pronoun,verb,entityA,entityB,premise1,premise2,conclusion,label
RULEBREAKER_0001396_rb,mt,cities,Pol,he,was born in,Togo,Lomé,"If Pol was born in Togo, then he was not born in Lomé.",Pol was born in Lomé.,Pol was not born in Togo.,False
RULEBREAKER_0001397_rb,mt,cities,Gunel,she,was born in,Italy,Rome,"If Gunel was born in Italy, then she was not born in Rome.",Gunel was born in Rome.,Gunel was not born in Italy.,False
RULEBREAKER_0001398_rb,mt,cities,Aminata,she,was born in,Vanuatu,Port Vila,"If Aminata was born in Vanuatu, then she was not born in Port Vila.",Aminata was born in Port Vila.,Aminata was not born in Vanuatu.,False
RULEBREAKER_0001399_rb,mt,cities,Dan,he,was born in,Turkmenistan,Ashgabat,"If Dan was born in Turkmenistan, then he was not born in Ashgabat.",Dan was born in Ashgabat.,Dan was not born in Turkmenistan.,False
RULEBREAKER_0001400_rb,mt,cities,Yǔxī,she,was born in,Venezuela,Caracas,"If Yǔxī was born in Venezuela, then she was not born in Caracas.",Yǔxī was born in Caracas.,Yǔxī was not born in Venezuela.,False
RULEBREAKER_0001401_rb,mt,cities,Mario,he,was born in,Poland,Warsaw,"If Mario was born in Poland, then he was not born in Warsaw.",Mario was born in Warsaw.,Mario was not born in Poland.,False
RULEBREAKER_0001402_rb,mt,cities,Francesco,he,was born in,Montenegro,Podgorica,"If Francesco was born in Montenegro, then he was not born in Podgorica.",Francesco was born in Podgorica.,Francesco was not born in Montenegro.,False
RULEBREAKER_0001403_rb,mt,cities,Artur,he,was born in,Nigeria,Abuja,"If Artur was born in Nigeria, then he was not born in Abuja.",Artur was born in Abuja.,Artur was not born in Nigeria.,False
RULEBREAKER_0001404_rb,mt,cities,Oskar,he,was born in,Laos,Vientiane,"If Oskar was born in Laos, then he was not born in Vientiane.",Oskar was born in Vientiane.,Oskar was not born in Laos.,False
RULEBREAKER_0001405_rb,mt,cities,Nivi,she,was born in,New Zealand,Wellington,"If Nivi was born in New Zealand, then she was not born in Wellington.",Nivi was born in Wellington.,Nivi was not born in New Zealand.,False
RULEBREAKER_0001406_rb,mt,cities,Marcos,he,was born in,El Salvador,San Salvador,"If Marcos was born in El Salvador, then he was not born in San Salvador.",Marcos was born in San Salvador.,Marcos was not born in El Salvador.,False
RULEBREAKER_0001407_rb,mt,cities,Irati,she,was born in,Taiwan,Taipei,"If Irati was born in Taiwan, then she was not born in Taipei.",Irati was born in Taipei.,Irati was not born in Taiwan.,False
RULEBREAKER_0001408_rb,mt,cities,Rachid,he,was born in,Hungary,Budapest,"If Rachid was born in Hungary, then he was not born in Budapest.",Rachid was born in Budapest.,Rachid was not born in Hungary.,False
RULEBREAKER_0001409_rb,mt,cities,Chia-hao,he,was born in,Mauritius,Port Louis,"If Chia-hao was born in Mauritius, then he was not born in Port Louis.",Chia-hao was born in Port Louis.,Chia-hao was not born in Mauritius.,False
RULEBREAKER_0001410_rb,mt,cities,Klea,she,was born in,Benin,Porto-Novo,"If Klea was born in Benin, then she was not born in Porto-Novo.",Klea was born in Porto-Novo.,Klea was not born in Benin.,False
RULEBREAKER_0001411_rb,mt,cities,Antonella,she,was born in,Albania,Tirana,"If Antonella was born in Albania, then she was not born in Tirana.",Antonella was born in Tirana.,Antonella was not born in Albania.,False
RULEBREAKER_0001412_rb,mt,cities,Vusal,he,was born in,Kenya,Nairobi,"If Vusal was born in Kenya, then he was not born in Nairobi.",Vusal was born in Nairobi.,Vusal was not born in Kenya.,False
RULEBREAKER_0001413_rb,mt,cities,Hashem,he,was born in,Argentina,Buenos Aires,"If Hashem was born in Argentina, then he was not born in Buenos Aires.",Hashem was born in Buenos Aires.,Hashem was not born in Argentina.,False
RULEBREAKER_0001414_rb,mt,cities,Sofie,she,was born in,Vietnam,Hanoi,"If Sofie was born in Vietnam, then she was not born in Hanoi.",Sofie was born in Hanoi.,Sofie was not born in Vietnam.,False
RULEBREAKER_0001415_rb,mt,cities,Ginevra,she,was born in,Malta,Valletta,"If Ginevra was born in Malta, then she was not born in Valletta.",Ginevra was born in Valletta.,Ginevra was not born in Malta.,False
RULEBREAKER_0001416_rb,mt,cities,Felipe,he,was born in,Burkina Faso,Ouagadougou,"If Felipe was born in Burkina Faso, then he was not born in Ouagadougou.",Felipe was born in Ouagadougou.,Felipe was not born in Burkina Faso.,False
RULEBREAKER_0001417_rb,mt,cities,Uta,she,was born in,Bangladesh,Dhaka,"If Uta was born in Bangladesh, then she was not born in Dhaka.",Uta was born in Dhaka.,Uta was not born in Bangladesh.,False
RULEBREAKER_0001418_rb,mt,cities,Ella,she,was born in,Gabon,Libreville,"If Ella was born in Gabon, then she was not born in Libreville.",Ella was born in Libreville.,Ella was not born in Gabon.,False
RULEBREAKER_0001419_rb,mt,cities,Amaris,she,was born in,Comoros,Moroni,"If Amaris was born in Comoros, then she was not born in Moroni.",Amaris was born in Moroni.,Amaris was not born in Comoros.,False
RULEBREAKER_0001420_rb,mt,cities,Sakineh,she,was born in,Panama,Panama City,"If Sakineh was born in Panama, then she was not born in Panama City.",Sakineh was born in Panama City.,Sakineh was not born in Panama.,False
RULEBREAKER_0001421_rb,mt,cities,Kiwa,he,was born in,Ghana,Accra,"If Kiwa was born in Ghana, then he was not born in Accra.",Kiwa was born in Accra.,Kiwa was not born in Ghana.,False
RULEBREAKER_0001422_rb,mt,cities,Nia,she,was born in,Liberia,Monrovia,"If Nia was born in Liberia, then she was not born in Monrovia.",Nia was born in Monrovia.,Nia was not born in Liberia.,False
RULEBREAKER_0001423_rb,mt,cities,Relja,he,was born in,Guinea,Conakry,"If Relja was born in Guinea, then he was not born in Conakry.",Relja was born in Conakry.,Relja was not born in Guinea.,False
RULEBREAKER_0001424_rb,mt,cities,Athanasios,he,was born in,Armenia,Yerevan,"If Athanasios was born in Armenia, then he was not born in Yerevan.",Athanasios was born in Yerevan.,Athanasios was not born in Armenia.,False
RULEBREAKER_0001425_rb,mt,cities,Agnes,she,was born in,Guinea-Bissau,Bissau,"If Agnes was born in Guinea-Bissau, then she was not born in Bissau.",Agnes was born in Bissau.,Agnes was not born in Guinea-Bissau.,False
RULEBREAKER_0001426_rb,mt,cities,Théo,he,was born in,North Korea,Pyongyang,"If Théo was born in North Korea, then he was not born in Pyongyang.",Théo was born in Pyongyang.,Théo was not born in North Korea.,False
RULEBREAKER_0001427_rb,mt,cities,Ralfs,he,was born in,People's Republic of China,Beijing,"If Ralfs was born in People's Republic of China, then he was not born in Beijing.",Ralfs was born in Beijing.,Ralfs was not born in People's Republic of China.,False
RULEBREAKER_0001428_rb,mt,cities,Abdel-Rahman,he,was born in,Cambodia,Phnom Penh,"If Abdel-Rahman was born in Cambodia, then he was not born in Phnom Penh.",Abdel-Rahman was born in Phnom Penh.,Abdel-Rahman was not born in Cambodia.,False
RULEBREAKER_0001429_rb,mt,cities,Emelia,she,was born in,Brunei,Bandar Seri Begawan,"If Emelia was born in Brunei, then she was not born in Bandar Seri Begawan.",Emelia was born in Bandar Seri Begawan.,Emelia was not born in Brunei.,False
RULEBREAKER_0001430_rb,mt,cities,Titaina,she,was born in,Mali,Bamako,"If Titaina was born in Mali, then she was not born in Bamako.",Titaina was born in Bamako.,Titaina was not born in Mali.,False
RULEBREAKER_0001431_rb,mt,cities,Aiden,he,was born in,Costa Rica,San José,"If Aiden was born in Costa Rica, then he was not born in San José.",Aiden was born in San José.,Aiden was not born in Costa Rica.,False
RULEBREAKER_0001432_rb,mt,cities,Yousef,he,was born in,Guatemala,Guatemala City,"If Yousef was born in Guatemala, then he was not born in Guatemala City.",Yousef was born in Guatemala City.,Yousef was not born in Guatemala.,False
RULEBREAKER_0001433_rb,mt,cities,Sekou,he,was born in,United Kingdom,London,"If Sekou was born in United Kingdom, then he was not born in London.",Sekou was born in London.,Sekou was not born in United Kingdom.,False
RULEBREAKER_0001434_rb,mt,cities,Joseph,he,was born in,Haiti,Port-au-Prince,"If Joseph was born in Haiti, then he was not born in Port-au-Prince.",Joseph was born in Port-au-Prince.,Joseph was not born in Haiti.,False
RULEBREAKER_0001435_rb,mt,cities,Ji-yoo,she,was born in,Libya,Tripoli,"If Ji-yoo was born in Libya, then she was not born in Tripoli.",Ji-yoo was born in Tripoli.,Ji-yoo was not born in Libya.,False
RULEBREAKER_0001436_rb,mt,cities,Damjan,he,was born in,Fiji,Suva,"If Damjan was born in Fiji, then he was not born in Suva.",Damjan was born in Suva.,Damjan was not born in Fiji.,False
RULEBREAKER_0001437_rb,mt,cities,Viktorie,she,was born in,Georgia,Tbilisi,"If Viktorie was born in Georgia, then she was not born in Tbilisi.",Viktorie was born in Tbilisi.,Viktorie was not born in Georgia.,False
RULEBREAKER_0001438_rb,mt,cities,Ji-ho,he,was born in,Lithuania,Vilnius,"If Ji-ho was born in Lithuania, then he was not born in Vilnius.",Ji-ho was born in Vilnius.,Ji-ho was not born in Lithuania.,False
RULEBREAKER_0001439_rb,mt,cities,Luka,he,was born in,France,Paris,"If Luka was born in France, then he was not born in Paris.",Luka was born in Paris.,Luka was not born in France.,False
RULEBREAKER_0001440_rb,mt,cities,Yusuf,he,was born in,Iraq,Baghdad,"If Yusuf was born in Iraq, then he was not born in Baghdad.",Yusuf was born in Baghdad.,Yusuf was not born in Iraq.,False
RULEBREAKER_0001441_rb,mt,cities,Hiro,he,was born in,Dominica,Roseau,"If Hiro was born in Dominica, then he was not born in Roseau.",Hiro was born in Roseau.,Hiro was not born in Dominica.,False
RULEBREAKER_0001442_rb,mt,cities,Wilson,he,was born in,Oman,Muscat,"If Wilson was born in Oman, then he was not born in Muscat.",Wilson was born in Muscat.,Wilson was not born in Oman.,False
RULEBREAKER_0001443_rb,mt,cities,Bolormaa,she,was born in,Thailand,Bangkok,"If Bolormaa was born in Thailand, then she was not born in Bangkok.",Bolormaa was born in Bangkok.,Bolormaa was not born in Thailand.,False
RULEBREAKER_0001444_rb,mt,cities,Tapuarii,he,was born in,Slovakia,Bratislava,"If Tapuarii was born in Slovakia, then he was not born in Bratislava.",Tapuarii was born in Bratislava.,Tapuarii was not born in Slovakia.,False
RULEBREAKER_0001445_rb,mt,cities,Fatemeh,she,was born in,Czech Republic,Prague,"If Fatemeh was born in Czech Republic, then she was not born in Prague.",Fatemeh was born in Prague.,Fatemeh was not born in Czech Republic.,False
RULEBREAKER_0001446_rb,mt,cities,Andrias,he,was born in,Spain,Madrid,"If Andrias was born in Spain, then he was not born in Madrid.",Andrias was born in Madrid.,Andrias was not born in Spain.,False
RULEBREAKER_0001447_rb,mt,cities,Iker,he,was born in,Austria,Vienna,"If Iker was born in Austria, then he was not born in Vienna.",Iker was born in Vienna.,Iker was not born in Austria.,False
RULEBREAKER_0001448_rb,mt,cities,Sevda,she,was born in,Indonesia,Jakarta,"If Sevda was born in Indonesia, then she was not born in Jakarta.",Sevda was born in Jakarta.,Sevda was not born in Indonesia.,False
RULEBREAKER_0001449_rb,mt,cities,Leordo,he,was born in,Pakistan,Islamabad,"If Leordo was born in Pakistan, then he was not born in Islamabad.",Leordo was born in Islamabad.,Leordo was not born in Pakistan.,False
RULEBREAKER_0001450_rb,mt,cities,Ayzere,she,was born in,Brazil,Brasília,"If Ayzere was born in Brazil, then she was not born in Brasília.",Ayzere was born in Brasília.,Ayzere was not born in Brazil.,False
RULEBREAKER_0001451_rb,mt,cities,Wateen,she,was born in,Belgium,City of Brussels,"If Wateen was born in Belgium, then she was not born in City of Brussels.",Wateen was born in City of Brussels.,Wateen was not born in Belgium.,False
RULEBREAKER_0001452_rb,mt,cities,Hüseyin,he,was born in,Tajikistan,Dushanbe,"If Hüseyin was born in Tajikistan, then he was not born in Dushanbe.",Hüseyin was born in Dushanbe.,Hüseyin was not born in Tajikistan.,False
RULEBREAKER_0001453_rb,mt,cities,Artem,he,was born in,North Macedonia,Skopje,"If Artem was born in North Macedonia, then he was not born in Skopje.",Artem was born in Skopje.,Artem was not born in North Macedonia.,False
RULEBREAKER_0001454_rb,mt,cities,Oihan,he,was born in,Mozambique,Maputo,"If Oihan was born in Mozambique, then he was not born in Maputo.",Oihan was born in Maputo.,Oihan was not born in Mozambique.,False
RULEBREAKER_0001455_rb,mt,cities,Ethan,he,was born in,Nicaragua,Managua,"If Ethan was born in Nicaragua, then he was not born in Managua.",Ethan was born in Managua.,Ethan was not born in Nicaragua.,False
RULEBREAKER_0001456_rb,mt,cities,Ömer,he,was born in,Cuba,Havana,"If Ömer was born in Cuba, then he was not born in Havana.",Ömer was born in Havana.,Ömer was not born in Cuba.,False
RULEBREAKER_0001457_rb,mt,cities,Noor,she,was born in,Angola,Luanda,"If Noor was born in Angola, then she was not born in Luanda.",Noor was born in Luanda.,Noor was not born in Angola.,False
RULEBREAKER_0001458_rb,mt,cities,Ida,she,was born in,Mauritania,Nouakchott,"If Ida was born in Mauritania, then she was not born in Nouakchott.",Ida was born in Nouakchott.,Ida was not born in Mauritania.,False
RULEBREAKER_0001459_rb,mt,cities,Niviaq,she,was born in,Barbados,Bridgetown,"If Niviaq was born in Barbados, then she was not born in Bridgetown.",Niviaq was born in Bridgetown.,Niviaq was not born in Barbados.,False
RULEBREAKER_0001460_rb,mt,cities,Ibai,he,was born in,Sweden,Stockholm,"If Ibai was born in Sweden, then he was not born in Stockholm.",Ibai was born in Stockholm.,Ibai was not born in Sweden.,False
RULEBREAKER_0001461_rb,mt,cities,Nelio,he,was born in,Jamaica,Kingston,"If Nelio was born in Jamaica, then he was not born in Kingston.",Nelio was born in Kingston.,Nelio was not born in Jamaica.,False
RULEBREAKER_0001462_rb,mt,cities,Ha-rin,she,was born in,Mongolia,Ulaanbaatar,"If Ha-rin was born in Mongolia, then she was not born in Ulaanbaatar.",Ha-rin was born in Ulaanbaatar.,Ha-rin was not born in Mongolia.,False
RULEBREAKER_0001463_rb,mt,cities,Celeste,she,was born in,United States of America,"Washington, D.C.","If Celeste was born in United States of America, then she was not born in Washington, D.C..","Celeste was born in Washington, D.C..",Celeste was not born in United States of America.,False
RULEBREAKER_0001464_rb,mt,cities,Layla,she,was born in,Zimbabwe,Harare,"If Layla was born in Zimbabwe, then she was not born in Harare.",Layla was born in Harare.,Layla was not born in Zimbabwe.,False
RULEBREAKER_0001465_rb,mt,cities,Jack,he,was born in,Antigua and Barbuda,Saint John's,"If Jack was born in Antigua and Barbuda, then he was not born in Saint John's.",Jack was born in Saint John's.,Jack was not born in Antigua and Barbuda.,False
RULEBREAKER_0001466_rb,mt,cities,Isaac,he,was born in,Madagascar,Antananarivo,"If Isaac was born in Madagascar, then he was not born in Antananarivo.",Isaac was born in Antananarivo.,Isaac was not born in Madagascar.,False
RULEBREAKER_0001467_rb,mt,cities,Lucija,she,was born in,Chile,Santiago,"If Lucija was born in Chile, then she was not born in Santiago.",Lucija was born in Santiago.,Lucija was not born in Chile.,False
RULEBREAKER_0001468_rb,mt,cities,Naya,she,was born in,Finland,Helsinki,"If Naya was born in Finland, then she was not born in Helsinki.",Naya was born in Helsinki.,Naya was not born in Finland.,False
RULEBREAKER_0001469_rb,mt,cities,Hannah,she,was born in,Saudi Arabia,Riyadh,"If Hannah was born in Saudi Arabia, then she was not born in Riyadh.",Hannah was born in Riyadh.,Hannah was not born in Saudi Arabia.,False
RULEBREAKER_0001470_rb,mt,cities,Jokūbas,he,was born in,Central African Republic,Bangui,"If Jokūbas was born in Central African Republic, then he was not born in Bangui.",Jokūbas was born in Bangui.,Jokūbas was not born in Central African Republic.,False
RULEBREAKER_0001471_rb,mt,cities,Ioane,he,was born in,Ecuador,Quito,"If Ioane was born in Ecuador, then he was not born in Quito.",Ioane was born in Quito.,Ioane was not born in Ecuador.,False
RULEBREAKER_0001472_rb,mt,cities,Chih-chiang,he,was born in,Tanzania,Dodoma,"If Chih-chiang was born in Tanzania, then he was not born in Dodoma.",Chih-chiang was born in Dodoma.,Chih-chiang was not born in Tanzania.,False
RULEBREAKER_0001473_rb,mt,cities,Franciszek,he,was born in,Somalia,Mogadishu,"If Franciszek was born in Somalia, then he was not born in Mogadishu.",Franciszek was born in Mogadishu.,Franciszek was not born in Somalia.,False
RULEBREAKER_0001474_rb,mt,cities,Lwandle,he,was born in,Malawi,Lilongwe,"If Lwandle was born in Malawi, then he was not born in Lilongwe.",Lwandle was born in Lilongwe.,Lwandle was not born in Malawi.,False
